Item,Year,Month,Day,Weekday,Period,Hour,Min,Sec,Transaction,Item_Price,Q4_label,0
NONE,2016,12,10,Saturday,afternoon,13,28,7,2941,9.98,food,1
NONE,2016,12,10,Saturday,afternoon,14,37,46,2950,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,13,34,52,3007,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,13,5,6,3004,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,12,59,40,3002,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,12,34,47,2999,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,12,7,29,2998,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,12,6,33,2997,9.98,food,1
NONE,2016,12,10,Saturday,morning,11,5,37,2913,9.98,food,1
NONE,2016,12,10,Saturday,morning,10,31,31,2907,9.98,food,1
NONE,2016,12,10,Saturday,morning,10,14,55,2904,9.98,food,1
NONE,2016,12,10,Saturday,morning,9,40,5,2899,9.98,food,1
NONE,2016,12,9,Friday,afternoon,13,42,26,2870,9.98,food,1
NONE,2016,12,9,Friday,afternoon,12,56,47,2868,9.98,food,1
NONE,2016,12,6,Tuesday,afternoon,13,36,54,2730,9.98,food,1
NONE,2016,12,6,Tuesday,afternoon,12,39,43,2721,9.98,food,1
NONE,2016,12,6,Tuesday,afternoon,12,11,28,2717,9.98,food,1
NONE,2016,12,6,Tuesday,afternoon,12,2,51,2715,9.98,food,1
NONE,2016,12,5,Monday,morning,9,22,8,2635,9.98,food,1
NONE,2016,12,5,Monday,morning,9,4,44,2631,9.98,food,1
NONE,2016,12,4,Sunday,morning,11,53,20,2591,9.98,food,1
NONE,2016,12,4,Sunday,morning,10,48,4,2582,9.98,food,1
NONE,2016,12,4,Sunday,afternoon,14,27,31,2614,9.98,food,1
NONE,2016,12,4,Sunday,afternoon,13,14,33,2604,9.98,food,1
NONE,2016,12,3,Saturday,morning,11,45,39,2523,9.98,food,1
NONE,2016,12,3,Saturday,morning,11,41,44,2522,9.98,food,1
NONE,2016,12,3,Saturday,morning,11,30,42,2519,9.98,food,1
NONE,2016,12,6,Tuesday,afternoon,14,1,12,2731,9.98,food,1
NONE,2016,12,6,Tuesday,afternoon,15,9,18,2735,9.98,food,1
NONE,2016,12,6,Tuesday,afternoon,15,30,4,2737,9.98,food,1
NONE,2016,12,9,Friday,afternoon,12,17,40,2864,9.98,food,1
NONE,2016,12,9,Friday,afternoon,12,6,9,2860,9.98,food,1
NONE,2016,12,8,Thursday,morning,11,53,34,2814,9.98,food,1
NONE,2016,12,8,Thursday,morning,11,51,58,2813,9.98,food,1
NONE,2016,12,8,Thursday,morning,10,9,16,2800,9.98,food,1
NONE,2016,12,8,Thursday,afternoon,14,20,51,2822,9.98,food,1
NONE,2016,12,8,Thursday,afternoon,13,41,8,2819,9.98,food,1
NONE,2016,12,8,Thursday,afternoon,13,3,52,2817,9.98,food,1
NONE,2016,12,6,Tuesday,morning,9,54,45,2695,9.98,food,1
NONE,2016,12,7,Wednesday,morning,11,3,59,2758,9.98,food,1
NONE,2016,12,7,Wednesday,morning,10,58,32,2754,9.98,food,1
NONE,2016,12,7,Wednesday,morning,9,15,18,2746,9.98,food,1
NONE,2016,12,7,Wednesday,afternoon,14,47,44,2783,9.98,food,1
NONE,2016,12,7,Wednesday,afternoon,14,4,5,2779,9.98,food,1
NONE,2016,12,7,Wednesday,afternoon,14,1,10,2778,9.98,food,1
NONE,2016,12,7,Wednesday,afternoon,13,35,4,2776,9.98,food,1
NONE,2016,12,7,Wednesday,afternoon,12,57,13,2772,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,14,21,33,3013,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,14,29,19,3015,9.98,food,1
NONE,2016,12,18,Sunday,morning,9,5,52,3388,9.98,food,1
NONE,2016,12,18,Sunday,afternoon,14,6,13,3421,9.98,food,1
NONE,2016,12,17,Saturday,morning,11,48,31,3340,9.98,food,1
NONE,2016,12,17,Saturday,morning,9,39,28,3319,9.98,food,1
NONE,2016,12,17,Saturday,afternoon,14,42,47,3361,9.98,food,1
NONE,2016,12,17,Saturday,afternoon,14,37,17,3360,9.98,food,1
NONE,2016,12,17,Saturday,afternoon,13,28,27,3354,9.98,food,1
NONE,2016,12,17,Saturday,afternoon,13,0,51,3351,9.98,food,1
NONE,2016,12,17,Saturday,afternoon,12,9,19,3345,9.98,food,1
NONE,2016,12,16,Friday,morning,11,40,42,3256,9.98,food,1
NONE,2016,12,16,Friday,morning,11,38,32,3255,9.98,food,1
NONE,2016,12,16,Friday,morning,11,8,52,3252,9.98,food,1
NONE,2016,12,16,Friday,morning,11,7,33,3251,9.98,food,1
NONE,2016,12,16,Friday,morning,9,47,47,3237,9.98,food,1
NONE,2016,12,18,Sunday,morning,11,28,45,3401,9.98,food,1
NONE,2016,12,19,Monday,afternoon,12,17,18,3465,9.98,food,1
NONE,2016,12,19,Monday,afternoon,13,31,23,3478,9.98,food,1
NONE,2016,12,19,Monday,morning,11,35,50,3458,9.98,food,1
NONE,2016,12,20,Tuesday,morning,10,20,30,3519,9.98,food,1
NONE,2016,12,20,Tuesday,morning,9,11,4,3515,9.98,food,1
NONE,2016,12,20,Tuesday,afternoon,15,4,13,3556,9.98,food,1
NONE,2016,12,20,Tuesday,afternoon,14,29,18,3553,9.98,food,1
NONE,2016,12,20,Tuesday,afternoon,13,46,41,3547,9.98,food,1
NONE,2016,12,20,Tuesday,afternoon,13,4,54,3544,9.98,food,1
NONE,2016,12,20,Tuesday,afternoon,12,59,23,3542,9.98,food,1
NONE,2016,12,20,Tuesday,afternoon,12,8,22,3533,9.98,food,1
NONE,2016,12,19,Monday,afternoon,13,44,59,3481,9.98,food,1
NONE,2016,12,19,Monday,morning,11,15,29,3455,9.98,food,1
NONE,2016,12,19,Monday,morning,8,28,9,3437,9.98,food,1
NONE,2016,12,19,Monday,morning,8,24,18,3436,9.98,food,1
NONE,2016,12,19,Monday,afternoon,16,26,14,3510,9.98,food,1
NONE,2016,12,19,Monday,afternoon,14,33,54,3489,9.98,food,1
NONE,2016,12,19,Monday,afternoon,14,20,10,3487,9.98,food,1
NONE,2016,12,19,Monday,afternoon,14,14,17,3486,9.98,food,1
NONE,2016,12,16,Friday,morning,9,41,18,3235,9.98,food,1
NONE,2016,12,11,Sunday,afternoon,14,32,11,3016,9.98,food,1
NONE,2016,12,16,Friday,afternoon,14,2,37,3286,9.98,food,1
NONE,2016,12,15,Thursday,afternoon,14,20,56,3203,9.98,food,1
NONE,2016,12,15,Thursday,afternoon,13,23,10,3197,9.98,food,1
NONE,2016,12,14,Wednesday,morning,11,31,16,3132,9.98,food,1
NONE,2016,12,14,Wednesday,morning,9,10,47,3117,9.98,food,1
NONE,2016,12,14,Wednesday,afternoon,14,49,16,3155,9.98,food,1
NONE,2016,12,14,Wednesday,afternoon,13,16,41,3151,9.98,food,1
NONE,2016,12,14,Wednesday,afternoon,13,14,30,3150,9.98,food,1
NONE,2016,12,14,Wednesday,afternoon,13,13,11,3149,9.98,food,1
NONE,2016,12,14,Wednesday,afternoon,13,8,6,3148,9.98,food,1
NONE,2016,12,14,Wednesday,afternoon,12,42,7,3145,9.98,food,1
NONE,2016,12,14,Wednesday,afternoon,12,19,34,3140,9.98,food,1
NONE,2016,12,13,Tuesday,morning,11,28,53,3085,9.98,food,1
NONE,2016,12,13,Tuesday,afternoon,12,49,18,3092,9.98,food,1
NONE,2016,12,12,Monday,morning,8,52,44,3024,9.98,food,1
NONE,2016,12,12,Monday,afternoon,14,10,46,3057,9.98,food,1
NONE,2016,12,12,Monday,afternoon,14,2,55,3054,9.98,food,1
NONE,2016,12,11,Sunday,morning,9,8,30,2972,9.98,food,1
NONE,2016,12,15,Thursday,afternoon,14,32,15,3205,9.98,food,1
NONE,2016,12,15,Thursday,morning,8,45,35,3164,9.98,food,1
NONE,2016,12,16,Friday,afternoon,13,42,40,3282,9.98,food,1
NONE,2016,12,16,Friday,afternoon,13,26,43,3280,9.98,food,1
NONE,2016,12,16,Friday,afternoon,13,17,16,3276,9.98,food,1
NONE,2016,12,16,Friday,afternoon,13,6,22,3273,9.98,food,1
NONE,2016,12,16,Friday,afternoon,13,3,36,3271,9.98,food,1
NONE,2016,12,15,Thursday,morning,8,48,5,3165,9.98,food,1
NONE,2016,12,16,Friday,afternoon,13,0,15,3269,9.98,food,1
NONE,2016,12,16,Friday,afternoon,12,51,34,3267,9.98,food,1
NONE,2016,12,16,Friday,afternoon,12,44,56,3266,9.98,food,1
NONE,2016,12,16,Friday,afternoon,12,24,46,3261,9.98,food,1
NONE,2016,12,15,Thursday,morning,10,27,1,3174,9.98,food,1
NONE,2016,12,15,Thursday,morning,9,8,14,3167,9.98,food,1
NONE,2016,11,25,Friday,afternoon,13,2,9,2042,9.98,food,1
NONE,2016,11,25,Friday,afternoon,12,56,57,2040,9.98,food,1
NONE,2016,11,25,Friday,afternoon,12,55,3,2039,9.98,food,1
NONE,2016,11,25,Friday,afternoon,12,42,26,2036,9.98,food,1
NONE,2016,11,25,Friday,afternoon,12,27,2,2034,9.98,food,1
NONE,2016,11,25,Friday,afternoon,12,18,27,2032,9.98,food,1
NONE,2016,11,25,Friday,afternoon,12,12,4,2031,9.98,food,1
NONE,2016,11,24,Thursday,morning,10,48,35,1958,9.98,food,1
NONE,2016,11,24,Thursday,morning,10,25,34,1956,9.98,food,1
NONE,2016,11,24,Thursday,morning,9,28,53,1943,9.98,food,1
NONE,2016,11,24,Thursday,afternoon,14,18,49,1981,9.98,food,1
NONE,2016,11,23,Wednesday,morning,11,42,0,1904,9.98,food,1
NONE,2016,11,25,Friday,afternoon,13,12,29,2045,9.98,food,1
NONE,2016,11,25,Friday,afternoon,13,37,45,2047,9.98,food,1
NONE,2016,11,25,Friday,afternoon,15,54,11,2060,9.98,food,1
NONE,2016,11,25,Friday,afternoon,14,32,37,2053,9.98,food,1
NONE,2016,11,25,Friday,afternoon,13,57,31,2050,9.98,food,1
NONE,2016,11,25,Friday,afternoon,13,40,22,2049,9.98,food,1
NONE,2016,11,25,Friday,afternoon,13,38,40,2048,9.98,food,1
NONE,2016,11,23,Wednesday,morning,10,11,18,1896,9.98,food,1
NONE,2016,11,23,Wednesday,morning,9,7,21,1893,9.98,food,1
NONE,2016,11,20,Sunday,afternoon,12,52,15,1765,9.98,food,1
NONE,2016,11,20,Sunday,afternoon,12,38,38,1761,9.98,food,1
NONE,2016,11,20,Sunday,afternoon,12,25,9,1760,9.98,food,1
NONE,2016,11,20,Sunday,afternoon,12,16,10,1758,9.98,food,1
NONE,2016,11,20,Sunday,afternoon,12,3,17,1755,9.98,food,1
NONE,2016,11,19,Saturday,morning,11,46,46,1681,9.98,food,1
NONE,2016,11,19,Saturday,morning,11,24,19,1676,9.98,food,1
NONE,2016,11,19,Saturday,morning,10,30,52,1658,9.98,food,1
NONE,2016,11,19,Saturday,morning,9,40,29,1641,9.98,food,1
NONE,2016,11,23,Wednesday,morning,9,6,41,1892,9.98,food,1
NONE,2016,11,23,Wednesday,morning,9,5,20,1891,9.98,food,1
NONE,2016,11,23,Wednesday,afternoon,17,0,41,1933,9.98,food,1
NONE,2016,11,23,Wednesday,afternoon,13,55,58,1917,9.98,food,1
NONE,2016,11,23,Wednesday,afternoon,12,42,33,1909,9.98,food,1
NONE,2016,11,22,Tuesday,afternoon,16,33,35,1884,9.98,food,1
NONE,2016,11,22,Tuesday,afternoon,13,26,51,1869,9.98,food,1
NONE,2016,11,21,Monday,morning,10,31,22,1816,9.98,food,1
NONE,2016,11,21,Monday,afternoon,14,7,51,1830,9.98,food,1
NONE,2016,11,21,Monday,afternoon,12,25,19,1822,9.98,food,1
NONE,2016,11,25,Friday,morning,8,52,24,1998,9.98,food,1
NONE,2016,12,3,Saturday,morning,11,20,5,2514,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,15,15,42,2355,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,14,33,49,2352,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,14,10,25,2351,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,13,32,52,2349,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,12,41,41,2346,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,12,39,25,2345,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,12,8,10,2340,9.98,food,1
NONE,2016,11,29,Tuesday,morning,9,39,58,2270,9.98,food,1
NONE,2016,11,29,Tuesday,morning,9,13,47,2267,9.98,food,1
NONE,2016,11,29,Tuesday,afternoon,13,39,51,2303,9.98,food,1
NONE,2016,11,29,Tuesday,afternoon,13,0,8,2301,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,15,16,37,2356,9.98,food,1
NONE,2016,11,30,Wednesday,afternoon,16,1,53,2362,9.98,food,1
NONE,2016,12,3,Saturday,morning,9,54,59,2493,9.98,food,1
NONE,2016,12,3,Saturday,morning,9,45,51,2492,9.98,food,1
NONE,2016,12,3,Saturday,afternoon,12,50,18,2532,9.98,food,1
NONE,2016,12,3,Saturday,afternoon,12,48,25,2531,9.98,food,1
NONE,2016,12,3,Saturday,afternoon,12,34,55,2527,9.98,food,1
NONE,2016,12,2,Friday,morning,11,14,50,2444,9.98,food,1
NONE,2016,12,2,Friday,afternoon,16,51,43,2481,9.98,food,1
NONE,2016,12,2,Friday,afternoon,15,26,21,2474,9.98,food,1
NONE,2016,12,2,Friday,afternoon,13,37,59,2463,9.98,food,1
NONE,2016,11,30,Wednesday,morning,11,37,58,2336,9.98,food,1
NONE,2016,12,2,Friday,afternoon,13,6,5,2457,9.98,food,1
NONE,2016,12,2,Friday,afternoon,13,5,9,2456,9.98,food,1
NONE,2016,12,2,Friday,afternoon,13,2,55,2455,9.98,food,1
NONE,2016,12,1,Thursday,morning,10,53,20,2377,9.98,food,1
NONE,2016,12,1,Thursday,morning,10,49,40,2376,9.98,food,1
NONE,2016,12,1,Thursday,afternoon,13,20,11,2394,9.98,food,1
NONE,2016,11,30,Wednesday,morning,11,56,15,2339,9.98,food,1
NONE,2016,11,29,Tuesday,afternoon,12,36,23,2299,9.98,food,1
NONE,2016,11,29,Tuesday,afternoon,12,27,35,2297,9.98,food,1
NONE,2016,11,26,Saturday,morning,11,53,54,2112,9.98,food,1
NONE,2016,11,26,Saturday,morning,11,6,13,2104,9.98,food,1
NONE,2016,11,26,Saturday,morning,10,40,28,2094,9.98,food,1
NONE,2016,11,26,Saturday,morning,9,52,43,2077,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,16,47,49,2156,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,16,34,53,2155,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,14,25,35,2141,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,14,21,26,2139,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,13,57,23,2135,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,13,41,15,2133,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,13,23,1,2129,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,12,18,7,2117,9.98,food,1
NONE,2016,11,26,Saturday,afternoon,12,16,32,2116,9.98,food,1
NONE,2016,11,27,Sunday,afternoon,14,0,18,2207,9.98,food,1
NONE,2016,11,29,Tuesday,afternoon,12,21,0,2294,9.98,food,1
NONE,2016,11,29,Tuesday,afternoon,12,10,51,2293,9.98,food,1
NONE,2016,11,29,Tuesday,afternoon,12,9,51,2292,9.98,food,1
NONE,2016,11,28,Monday,morning,10,12,36,2225,9.98,food,1
NONE,2016,11,28,Monday,afternoon,14,9,55,2247,9.98,food,1
NONE,2016,11,28,Monday,afternoon,13,18,13,2240,9.98,food,1
NONE,2016,11,28,Monday,afternoon,12,5,0,2235,9.98,food,1
NONE,2016,11,27,Sunday,morning,11,27,36,2184,9.98,food,1
NONE,2016,11,27,Sunday,morning,11,25,50,2183,9.98,food,1
NONE,2016,11,27,Sunday,morning,10,51,20,2170,9.98,food,1
NONE,2016,11,27,Sunday,afternoon,15,37,58,2213,9.98,food,1
NONE,2016,11,27,Sunday,morning,10,34,24,2168,9.98,food,1
NONE,2016,11,27,Sunday,morning,9,58,21,2160,9.98,food,1
NONE,2016,11,27,Sunday,morning,9,28,7,2158,9.98,food,1
NONE,2017,3,6,Monday,morning,10,39,55,7679,9.98,food,1
NONE,2017,3,6,Monday,morning,8,35,33,7670,9.98,food,1
NONE,2017,3,6,Monday,morning,10,40,19,7680,9.98,food,1
NONE,2017,3,7,Tuesday,afternoon,12,17,15,7748,9.98,food,1
NONE,2017,3,22,Wednesday,afternoon,14,16,48,8594,9.98,food,1
NONE,2017,3,25,Saturday,afternoon,13,11,1,8785,9.98,food,1
NONE,2017,3,25,Saturday,afternoon,12,0,59,8767,9.98,food,1
NONE,2017,3,24,Friday,morning,10,50,59,8676,9.98,food,1
NONE,2017,3,23,Thursday,morning,10,16,0,8614,9.98,food,1
NONE,2017,3,23,Thursday,afternoon,13,11,35,8635,9.98,food,1
NONE,2017,3,23,Thursday,afternoon,12,42,52,8631,9.98,food,1
NONE,2017,3,22,Wednesday,morning,9,13,22,8558,9.98,food,1
NONE,2017,3,21,Tuesday,afternoon,14,24,24,8539,9.98,food,1
NONE,2017,4,2,Sunday,afternoon,12,0,43,9254,9.98,food,1
NONE,2017,3,21,Tuesday,afternoon,14,23,52,8538,9.98,food,1
NONE,2017,3,20,Monday,morning,11,3,54,8470,9.98,food,1
NONE,2017,3,20,Monday,afternoon,14,6,43,8497,9.98,food,1
NONE,2017,3,19,Sunday,morning,10,1,5,8407,9.98,food,1
NONE,2017,3,19,Sunday,afternoon,13,56,4,8441,9.98,food,1
NONE,2017,3,19,Sunday,afternoon,13,43,43,8439,9.98,food,1
NONE,2017,3,18,Saturday,morning,11,33,22,8352,9.98,food,1
NONE,2017,3,25,Saturday,afternoon,13,35,27,8790,9.98,food,1
NONE,2017,3,25,Saturday,afternoon,16,13,16,8820,9.98,food,1
NONE,2017,3,25,Saturday,morning,8,54,35,8724,9.98,food,1
NONE,2017,3,25,Saturday,morning,8,56,0,8725,9.98,food,1
NONE,2017,4,1,Saturday,morning,8,47,55,9160,9.98,food,1
NONE,2017,4,1,Saturday,afternoon,13,36,26,9211,9.98,food,1
NONE,2017,4,1,Saturday,afternoon,12,14,46,9198,9.98,food,1
NONE,2017,4,1,Saturday,afternoon,12,13,35,9197,9.98,food,1
NONE,2017,3,31,Friday,afternoon,13,21,3,9127,9.98,food,1
NONE,2017,3,31,Friday,afternoon,12,12,43,9119,9.98,food,1
NONE,2017,3,31,Friday,afternoon,12,7,58,9118,9.98,food,1
NONE,2017,3,30,Thursday,morning,10,42,13,9050,9.98,food,1
NONE,2017,3,29,Wednesday,morning,11,17,9,9001,9.98,food,1
NONE,2017,3,27,Monday,morning,10,47,29,8897,9.98,food,1
NONE,2017,3,27,Monday,afternoon,13,45,58,8920,9.98,food,1
NONE,2017,3,26,Sunday,morning,10,13,7,8835,9.98,food,1
NONE,2017,3,26,Sunday,afternoon,12,34,10,8859,9.98,food,1
NONE,2017,3,25,Saturday,morning,10,9,54,8739,9.98,food,1
NONE,2017,3,25,Saturday,morning,9,53,20,8736,9.98,food,1
NONE,2017,3,18,Saturday,morning,10,57,35,8345,9.98,food,1
NONE,2017,3,18,Saturday,morning,10,47,36,8343,9.98,food,1
NONE,2017,3,18,Saturday,morning,9,49,23,8333,9.98,food,1
NONE,2017,3,12,Sunday,afternoon,13,25,1,8026,9.98,food,1
NONE,2017,3,12,Sunday,afternoon,13,3,9,8022,9.98,food,1
NONE,2017,3,11,Saturday,morning,11,30,56,7942,9.98,food,1
NONE,2017,3,11,Saturday,morning,11,3,1,7936,9.98,food,1
NONE,2017,3,11,Saturday,morning,9,10,6,7923,9.98,food,1
NONE,2017,3,11,Saturday,afternoon,17,13,48,7992,9.98,food,1
NONE,2017,3,11,Saturday,afternoon,15,12,46,7980,9.98,food,1
NONE,2017,3,11,Saturday,afternoon,14,30,13,7972,9.98,food,1
NONE,2017,3,11,Saturday,afternoon,12,37,3,7955,9.98,food,1
NONE,2017,3,10,Friday,morning,8,5,41,7854,9.98,food,1
NONE,2017,3,10,Friday,afternoon,12,37,25,7891,9.98,food,1
NONE,2017,3,9,Thursday,morning,10,6,43,7815,9.98,food,1
NONE,2017,3,9,Thursday,afternoon,12,58,13,7829,9.98,food,1
NONE,2017,3,8,Wednesday,morning,10,1,33,7781,9.98,food,1
NONE,2017,3,8,Wednesday,afternoon,13,8,19,7791,9.98,food,1
NONE,2017,3,7,Tuesday,morning,10,20,14,7732,9.98,food,1
NONE,2017,3,12,Sunday,afternoon,13,18,27,8025,9.98,food,1
NONE,2017,3,12,Sunday,afternoon,13,51,47,8029,9.98,food,1
NONE,2017,3,18,Saturday,morning,9,14,5,8331,9.98,food,1
NONE,2017,3,12,Sunday,afternoon,13,55,17,8031,9.98,food,1
NONE,2017,3,18,Saturday,afternoon,13,3,43,8371,9.98,food,1
NONE,2017,3,18,Saturday,afternoon,12,41,1,8367,9.98,food,1
NONE,2017,3,18,Saturday,afternoon,12,33,25,8365,9.98,food,1
NONE,2017,3,18,Saturday,afternoon,12,27,57,8364,9.98,food,1
NONE,2017,3,17,Friday,morning,9,14,45,8268,9.98,food,1
NONE,2017,3,17,Friday,afternoon,15,8,39,8315,9.98,food,1
NONE,2017,3,16,Thursday,morning,10,52,25,8227,9.98,food,1
NONE,2017,3,16,Thursday,morning,10,19,4,8221,9.98,food,1
NONE,2017,3,16,Thursday,afternoon,14,26,59,8246,9.98,food,1
NONE,2017,3,16,Thursday,afternoon,13,19,33,8241,9.98,food,1
NONE,2017,3,14,Tuesday,morning,11,14,41,8124,9.98,food,1
NONE,2017,3,14,Tuesday,afternoon,15,41,14,8150,9.98,food,1
NONE,2017,3,13,Monday,afternoon,14,46,52,8101,9.98,food,1
NONE,2017,3,13,Monday,afternoon,13,49,47,8092,9.98,food,1
NONE,2017,3,13,Monday,afternoon,13,14,10,8088,9.98,food,1
NONE,2017,4,1,Saturday,morning,10,4,32,9172,9.98,food,1
NONE,2017,4,2,Sunday,afternoon,13,19,35,9261,9.98,food,1
NONE,2017,4,2,Sunday,afternoon,15,1,7,9270,9.98,food,1
NONE,2017,4,7,Friday,afternoon,17,30,7,9550,9.98,food,1
NONE,2017,4,6,Thursday,morning,9,28,32,9457,9.98,food,1
NONE,2017,4,5,Wednesday,morning,11,5,0,9407,9.98,food,1
NONE,2017,4,5,Wednesday,morning,11,2,1,9406,9.98,food,1
NONE,2017,4,4,Tuesday,morning,9,4,1,9346,9.98,food,1
NONE,2017,4,4,Tuesday,morning,7,58,54,9339,9.98,food,1
NONE,2017,4,4,Tuesday,afternoon,12,19,48,9368,9.98,food,1
NONE,2017,4,4,Tuesday,afternoon,12,18,56,9367,9.98,food,1
NONE,2017,4,4,Tuesday,afternoon,12,18,12,9366,9.98,food,1
NONE,2017,4,3,Monday,morning,10,45,41,9293,9.98,food,1
NONE,2017,4,3,Monday,morning,10,9,47,9286,9.98,food,1
NONE,2017,4,3,Monday,afternoon,13,24,13,9309,9.98,food,1
NONE,2017,4,2,Sunday,morning,10,50,11,9245,9.98,food,1
NONE,2017,4,2,Sunday,morning,9,51,23,9234,9.98,food,1
NONE,2017,4,2,Sunday,morning,9,49,32,9232,9.98,food,1
NONE,2017,4,2,Sunday,afternoon,15,22,5,9274,9.98,food,1
NONE,2017,4,7,Friday,afternoon,13,6,1,9529,9.98,food,1
NONE,2017,4,7,Friday,morning,8,47,29,9506,9.98,food,1
NONE,2017,4,7,Friday,morning,8,57,19,9507,9.98,food,1
NONE,2017,4,9,Sunday,afternoon,12,31,28,9672,9.98,food,1
NONE,2017,4,9,Sunday,afternoon,12,4,13,9667,9.98,food,1
NONE,2017,4,9,Sunday,afternoon,12,1,7,9666,9.98,food,1
NONE,2017,4,8,Saturday,morning,11,54,22,9590,9.98,food,1
NONE,2017,4,8,Saturday,morning,10,48,43,9580,9.98,food,1
NONE,2017,4,8,Saturday,morning,10,44,44,9579,9.98,food,1
NONE,2017,4,8,Saturday,afternoon,12,58,25,9599,9.98,food,1
Nomad bag,2017,3,23,Thursday,afternoon,14,6,47,8644,5.94,food,1
Nomad bag,2017,2,25,Saturday,afternoon,12,30,55,7179,5.94,food,1
Nomad bag,2017,2,18,Saturday,morning,9,57,13,6751,5.94,food,1
Nomad bag,2017,2,11,Saturday,morning,8,59,57,6365,5.94,food,1
Nomad bag,2017,2,11,Saturday,afternoon,14,1,54,6410,5.94,food,1
Nomad bag,2017,2,8,Wednesday,morning,9,42,40,6207,5.94,food,1
Nomad bag,2017,2,7,Tuesday,morning,10,13,58,6158,5.94,food,1
Nomad bag,2017,2,4,Saturday,evening,20,12,57,6022,5.94,food,1
Olum & polenta,2016,11,23,Wednesday,afternoon,14,22,27,1920,4.53,unknow,1
Panatone,2016,12,24,Saturday,morning,8,5,4,3766,4.02,drink,1
Panatone,2016,12,24,Saturday,afternoon,13,55,16,3831,4.02,drink,1
Panatone,2016,12,23,Friday,afternoon,13,52,45,3746,4.02,drink,1
Panatone,2016,12,22,Thursday,morning,11,42,27,3658,4.02,drink,1
Panatone,2016,12,22,Thursday,afternoon,13,32,59,3673,4.02,drink,1
Pastry,2017,2,12,Sunday,morning,10,14,18,6440,2.91,drink,3
Pastry,2017,3,26,Sunday,morning,11,9,44,8843,2.91,drink,2
Pastry,2017,3,25,Saturday,morning,10,36,6,8744,2.91,drink,2
Pastry,2016,11,1,Tuesday,morning,9,7,47,182,2.91,drink,2
Pastry,2016,11,1,Tuesday,morning,10,34,53,190,2.91,drink,2
Pastry,2017,2,22,Wednesday,afternoon,12,11,4,7002,2.91,drink,2
Pastry,2016,10,31,Monday,morning,9,56,37,99,2.91,drink,2
Pastry,2017,2,27,Monday,afternoon,14,11,31,7305,2.91,drink,2
Pastry,2016,10,31,Monday,morning,10,24,21,106,2.91,drink,2
Pastry,2017,2,27,Monday,morning,10,54,38,7286,2.91,drink,2
Pastry,2017,2,25,Saturday,morning,10,11,52,7154,2.91,drink,2
Pastry,2017,2,25,Saturday,morning,11,40,38,7166,2.91,drink,2
Pastry,2017,2,16,Thursday,afternoon,12,33,0,6647,2.91,drink,2
Pastry,2017,2,11,Saturday,morning,10,22,6,6374,2.91,drink,2
Pastry,2016,11,3,Thursday,morning,8,15,21,346,2.91,drink,2
Pastry,2017,2,18,Saturday,morning,11,8,42,6773,2.91,drink,2
Pastry,2017,3,5,Sunday,morning,10,47,12,7619,2.91,drink,2
Pastry,2017,3,4,Saturday,morning,10,12,22,7529,2.91,drink,2
Pastry,2017,3,2,Thursday,afternoon,12,4,20,7421,2.91,drink,2
Pastry,2016,10,31,Monday,morning,9,46,48,96,2.91,drink,2
Pastry,2017,3,1,Wednesday,morning,9,57,31,7373,2.91,drink,2
Pastry,2017,3,3,Friday,morning,10,22,12,7465,2.91,drink,2
Pastry,2017,3,3,Friday,morning,10,16,57,7464,2.91,drink,2
Pastry,2017,3,3,Friday,afternoon,13,32,40,7493,2.91,drink,2
Pastry,2017,1,13,Friday,afternoon,14,26,26,4629,2.91,drink,2
Pastry,2017,1,12,Thursday,morning,9,7,32,4552,2.91,drink,2
Pastry,2016,11,20,Sunday,morning,10,57,38,1736,2.91,drink,2
Pastry,2017,1,20,Friday,morning,11,10,22,4969,2.91,drink,2
Pastry,2016,11,29,Tuesday,morning,8,27,36,2261,2.91,drink,2
Pastry,2016,12,8,Thursday,morning,11,4,22,2807,2.91,drink,2
Pastry,2016,12,20,Tuesday,morning,11,32,52,3529,2.91,drink,2
Pastry,2017,2,5,Sunday,morning,10,20,3,6035,2.91,drink,2
Pastry,2017,2,6,Monday,morning,10,11,27,6096,2.91,drink,2
